departure,departure_state_1789_fr,destination_state_1789_fr,homeport,year,destination_ferme_direction,tonnage,flag,tonnage_class,destination_ferme_bureau,departure_ferme_bureau,departure_action,destination_action,homeport_state_1789_fr,destination,departure_ferme_direction
Dunkerque,France,France,Belle Ile,1789,Lorient,70,French,[51-100],Vannes,Dunkerque,out,in,France,Belle Île,Lille
Dunkerque,France,zone maritime,Nieuport,1789,,100,Austrian NL,[51-100],,Dunkerque,out,in,Autriche,Baltique,Lille
Gravelines,France,France,,1789,Bordeaux,30,French,[21-50],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Dunkerque,France,Grande-Bretagne,Rochester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Rochester,Lille
Dunkerque,France,Grande-Bretagne,Baltimore,1789,,100,USA,[51-100],,Dunkerque,out,in,Etats-Unis d'Amérique,Lynn Regis,Lille
Dunkerque,France,France,Saint Brieux,1789,Saint-Malo,54,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Saint Brieux,Lille
Gravelines,France,France,,1789,Saint-Malo,56,French,[51-100],Saint-Malo,Gravelines,in-out,in,,Saint Malo,Lille
Dunkerque,France,Toscane,Dunkerque,1789,,200,French,[101-200],,Dunkerque,out,in,France,Livourne,Lille
Soubise,France,France,Saint Malo,1789,Lille,110,French,[101-200],Dunkerque,Marennes,in-out,in,France,Dunkerque,La Rochelle
Beauvoir-sur-Mer,France,France,Saint Gilles sur Vie,1789,Lille,63,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Beauvoir-sur-Mer,France,France,Rhuis,1789,Lille,45,French,[21-50],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Beauvoir-sur-Mer,France,France,Croisic,1789,Lille,50,French,[21-50],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Ile de Bouin,France,France,Sables d’Olonne,1789,Lille,75,French,[51-100],Dunkerque,Sables d'Olonne,out,in,France,Dunkerque,La Rochelle
Gravelines,France,Provinces-Unies,,1789,,20,Dutch,[1-20],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,Provinces-Unies,,1789,,20,Dutch,[1-20],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,France,,1789,Bordeaux,56,French,[51-100],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Gravelines,France,Provinces-Unies,,1789,,20,Dutch,[1-20],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,Provinces-Unies,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,Rotterdam,Lille
La Flotte en Ré,France,France,Flotte en Ré,1789,Lille,42,French,[21-50],Dunkerque,Saint-Martin île de Ré,in-out,in,France,Dunkerque,La Rochelle
Gravelines,France,France,,1789,Bordeaux,52,French,[51-100],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Dunkerque,France,Toscane,Dunkerque,1789,,130,French,[101-200],,Dunkerque,out,in,France,Livourne,Lille
Dunkerque,France,Toscane,Dunkerque,1789,,150,French,[101-200],,Dunkerque,out,in,France,Livourne,Lille
Gravelines,France,France,,1789,Bordeaux,61,French,[51-100],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Gravelines,France,France,,1789,Bordeaux,45,French,[21-50],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Gravelines,France,France,,1789,Lorient,90,French,[51-100],Lorient,Gravelines,in-out,in,,Lorient,Lille
Gravelines,France,France,,1789,Nantes,52,French,[51-100],Le Croisic,Gravelines,in-out,in,,Le Croisic,Lille
Gravelines,France,Portugal,,1789,,105,French,[101-200],,Gravelines,in-out,in,,Cotes du Portugal,Lille
Gravelines,France,Provinces-Unies,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,Provinces-Unies,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,Provinces-Unies,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,Rotterdam,Lille
Gravelines,France,France,,1789,Nantes,48,French,[21-50],Nantes,Gravelines,in-out,in,,Nantes,Lille
Gravelines,France,France,Isle Dieu,1789,Nantes,94,French,[51-100],Nantes,Gravelines,in-out,in,France,Nantes,Lille
Gravelines,France,Danemark,Norvégien,1789,,150,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Moss,Lille
Gravelines,France,Danemark,Norvégien,1789,,150,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Moss,Lille
Gravelines,France,Danemark,Norvégien,1789,,140,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Larwick [Norway],Lille
Gravelines,France,Danemark,Norvégien,1789,,140,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Larwick [Norway],Lille
Gravelines,France,Provinces-Unies,,1789,,36,French,[21-50],,Gravelines,in-out,in,,Harlingen,Lille
Charente,France,France,Nantes,1789,Lille,150,French,[101-200],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Gravelines,France,Danemark,Norvégien,1789,,96,Danish/Norwegian,[51-100],,Gravelines,in-out,in,Danemark,Frédérickshall,Lille
Charente,France,France,Plassac,1789,Lille,140,French,[101-200],Dunkerque,Marennes,out,in,,Dunkerque,La Rochelle
Charente,France,France,Saint Savinnien,1789,Lille,90,French,[51-100],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Charente,France,France,Anvaux,1789,Lille,70,French,[51-100],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Charente,France,France,Charente,1789,Lille,118,French,[101-200],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Charente,France,France,Charente,1789,Lille,55,French,[51-100],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Charente,France,France,Anvaux,1789,Lille,118,French,[101-200],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Gravelines,France,Provinces-Unies,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,Doort,Lille
Gravelines,France,Provinces-Unies,,1789,,60,French,[51-100],,Gravelines,in-out,in,,Doort,Lille
Gravelines,France,Provinces-Unies,,1789,,60,French,[51-100],,Gravelines,in-out,in,,Doort,Lille
Gravelines,France,France,,1789,Rouen,148,French,[101-200],Dieppe,Gravelines,in-out,in,,Dieppe,Lille
Gravelines,France,France,,1789,La Rochelle,72,French,[51-100],Marennes,Gravelines,in-out,in,,Charente,Lille
Gravelines,France,,,1789,,30,Dutch,[21-50],,Gravelines,in-out,in,,,Lille
Gravelines,France,France,,1789,Bordeaux,42,French,[21-50],Bordeaux,Gravelines,in-out,in,,Bordeaux,Lille
Gravelines,France,France,,1789,Bayonne,70,French,[51-100],Bayonne,Gravelines,in-out,in,,Bayonne,Lille
Gravelines,France,France,,1789,Bayonne,70,French,[51-100],Bayonne,Gravelines,in-out,in,,Bayonne,Lille
Gravelines,France,France,,1789,Bayonne,40,French,[21-50],Bayonne,Gravelines,in-out,in,,Bayonne,Lille
Gravelines,France,France,,1789,Bayonne,80,French,[51-100],Bayonne,Gravelines,in-out,in,,Bayonne,Lille
Gravelines,France,France,Isle Dieu,1789,Bayonne,70,French,[51-100],Bayonne,Gravelines,in-out,in,France,Bayonne,Lille
Gravelines,France,Danemark,Norvégien,1789,,102,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Arendal,Lille
Gravelines,France,Danemark,Norvégien,1789,,200,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Arendal,Lille
Gravelines,France,Danemark,Norvégien,1789,,102,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Arendal,Lille
Gravelines,France,Danemark,Norvégien,1789,,200,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Arendal,Lille
Gravelines,France,Danemark,Norvégien,1789,,102,Danish/Norwegian,[101-200],,Gravelines,in-out,in,Danemark,Arendal,Lille
Gravelines,France,Provinces-Unies,,1789,,45,Dutch,[21-50],,Gravelines,in-out,in,,Amsterdam,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,100,French,[51-100],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Grande-Bretagne,Lie,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Ile de Bouin,France,France,Bourgneuf,1789,Lille,40,French,[21-50],Gravelines,Sables d'Olonne,out,in,France,Gravelines,La Rochelle
Dunkerque,France,France,Lorient,1789,Lorient,50,French,[21-50],Vannes,Dunkerque,out,in,France,Vannes,Lille
Gravelines,France,France,Saint Valéry sur Somme,1789,La Rochelle,84,French,[51-100],La Rochelle,Gravelines,in-out,in,France,La Rochelle,Lille
Dunkerque,France,Grande-Bretagne,Barmouth,1789,,45,British,[21-50],,Dunkerque,out,in,,Douvres,Lille
Beauvoir-sur-Mer,France,France,Noirmoutier,1789,Lille,40,French,[21-50],Gravelines,Beauvoir-sur-Mer,out,in,France,Gravelines,Nantes
Dunkerque,France,Espagne,Bilbao,1789,,70,Spanish,[51-100],,Dunkerque,out,in,Espagne,Deva,Lille
Dunkerque,France,France,Ile d’Ars,1789,Lorient,46,French,[21-50],Vannes,Dunkerque,out,in,France,Vannes,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,90,French,[51-100],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,90,French,[51-100],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,180,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,110,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,110,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
La Perrotine,France,France,Plomarnel,1789,Lille,55,French,[51-100],Dunkerque,Marennes,out,in,France,Dunkerque,La Rochelle
Dunkerque,France,France,Plouharnel,1789,Lorient,55,French,[51-100],Vannes,Dunkerque,out,in,France,Vannes,Lille
Dunkerque,France,Danemark,Rebnitz [Ribnitz],1789,,130,Mecklenburg,[101-200],,Dunkerque,out,in,Mecklenbourg,Elseneur,Lille
Dunkerque,France,Danemark,Dunkerque,1789,,230,French,[201-500],,Dunkerque,out,in,France,Elseneur,Lille
Dunkerque,France,,Blackeney,1789,,88,British,[51-100],,Dunkerque,out,in,,,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Danemark,Notteroé,1789,,125,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Frédérickshall,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,,1789,,350,French,[201-500],,Dunkerque,out,in,,Tabago,Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Dunkerque,1789,,230,French,[201-500],,Dunkerque,out,in,France,Cap [Français],Lille
Dunkerque,France,France,Quiberon,1789,Lorient,90,French,[51-100],Brest,Dunkerque,out,in,France,Brest,Lille
Dunkerque,France,Espagne,Dunkerque,1789,,130,French,[101-200],,Dunkerque,out,in,France,Barcelonne,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Schersmonke,1789,,65,Dutch,[51-100],,Dunkerque,out,in,,Amsterdam,Lille
Dunkerque,France,Provinces-Unies,Weymins,1789,,60,British,[51-100],,Dunkerque,out,in,,Amsterdam,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Espagne,Boulogne,1789,,115,French,[101-200],,Dunkerque,out,in,France,Barcelonne,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Dunkerque,1789,Montpellier,130,French,[101-200],Sète,Dunkerque,out,in,France,Sette,Lille
Dunkerque,France,France,Dunkerque,1789,,130,French,[101-200],,Dunkerque,out,in,France,Cap [Français],Lille
Dunkerque,France,France,Dunkerque,1789,,250,French,[201-500],,Dunkerque,out,in,France,Cap [Français],Lille
Dunkerque,France,France,Dunkerque,1789,,300,French,[201-500],,Dunkerque,out,in,France,La Martinique,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Douvres,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Pool,1789,,65,British,[51-100],,Dunkerque,out,in,,Pool,Lille
Dunkerque,France,Portugal,Dunkerque,1789,,110,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,France,Brest,1789,Lorient,50,French,[21-50],Brest,Dunkerque,out,in,France,Brest,Lille
Dunkerque,France,Grande-Bretagne,Dungeness,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,44,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Yarmouth,Lille
Dunkerque,France,France,Dunkerque,1789,,150,French,[101-200],,Dunkerque,out,in,France,La Martinique,Lille
Dunkerque,France,Grande-Bretagne,Dunkerque,1789,,20,French,[1-20],,Dunkerque,out,in,France,Guernesey,Lille
Dunkerque,France,France,Saint Savinien,1789,La Rochelle,95,French,[51-100],Rochefort,Dunkerque,out,in,France,Rochefort,Lille
Dunkerque,France,Grande-Bretagne,Wisenoe [Wivenhoe],1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,50,Dutch,[21-50],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Grande-Bretagne,Douvres,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,45,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Yarmouth,Lille
Dunkerque,France,Grande-Bretagne,Rye,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Dunkerque,1789,,260,French,[201-500],,Dunkerque,out,in,France,Cap [Français],Lille
Dunkerque,France,Grande-Bretagne,South End,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Aberden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Jersey,Lille
Dunkerque,France,France,Dunkerque,1789,,200,French,[101-200],,Dunkerque,out,in,France,Tabago,Lille
Dunkerque,France,France,Dunkerque,1789,Marseille,180,French,[101-200],Marseille,Dunkerque,out,in,France,Marseille,Lille
Dunkerque,France,France,Conquet,1789,La Rochelle,72,French,[51-100],Rochefort,Dunkerque,out,in,France,Rochefort,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,52,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,115,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Charente,1789,La Rochelle,58,French,[51-100],Rochefort,Dunkerque,out,in,France,Rochefort,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Anveaux,1789,La Rochelle,60,French,[51-100],Rochefort,Dunkerque,out,in,France,Rochefort,Lille
Dunkerque,France,Grande-Bretagne,Margate,1789,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Lee,1789,,12,British,[1-20],,Dunkerque,out,in,,Guernesey,Lille
Dunkerque,France,Grande-Bretagne,Lee,1789,,12,British,[1-20],,Dunkerque,out,in,,Guernesey,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Amsterdam,1789,,270,Dutch,[201-500],,Dunkerque,out,in,Provinces-Unies,Amsterdam,Lille
Dunkerque,France,,Rhoméo,1789,,60,NonFrench,[51-100],,Dunkerque,out,in,,,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Ipswith,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,,1789,,12,,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hythe,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Pegelsham,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Dunkerque,1789,,40,French,[21-50],,Dunkerque,out,in,France,Rotterdam,Lille
Dunkerque,France,Grande-Bretagne,Cardegan,1789,,90,British,[51-100],,Dunkerque,out,in,,Pool,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Brighttenston,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Leeds,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Queenborough,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Bringhlemsen,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Great Yarmouth,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Tolsberry,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Bostan,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whivener  [Wivenhoe],1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
